"","words","term.freq","doc.freq"
"2469","andrews",1,1
"2470","busi",2,2
"2471","cartier",1,1
"2472","lace",1,1
"2473","hear",1,1
"2474","pauls",1,1
"2475","thurs",1,1
"2476","union",2,2
"2477","hard",1,1
"2478","times",4,4
"2479","tertainment",1,1
"2480","visitors",2,2
"2481","ascension",1,1
"2482","day-holy",1,1
"2483","urn.t.i",0,0
"2484","endeavor",1,1
"2485","designated",1,1
"2486","tnntim",1,1
"2487","parsons",1,1
"2488","exhibition",10,9
"2489","drilling",1,1
"2490","p-m",1,1
"2491","front",1,1
"2492","lowing",1,1
"2493","intelligence",1,1
"2494","recoivod",0,0
"2495","fri",1,1
"2496","guelph's",1,1
"2497","botanic",1,1
"2498","washington",3,3
"2499","watei",0,0
"2500","forty-three",1,1
"2501","supply",3,3
"2502","shut",2,2
"2503","eft",1,1
"2504","commerce",1,1
"2505","eetimatee",1,1
"2506","p.k",1,1
"2507","macleodn",1,1
"2508","w.t",1,1
"2509","ejjia",1,1
"2510","iiwn(it",1,1
"2511","entered",3,3
"2512","burglars",2,2
"2513","largest",3,3
"2514","arrival",1,1
"2515","secured",1,1
"2516","estima",1,1
"2517","larger",3,3
"2518","deficit",1,1
"2519","nex-t",1,1
"2520","texas",3,3
"2521","state",6,6
"2522","treasury",1,1
"2523","yar",0,0
"2524","closed",4,4
"2525","confirming",1,1
"2526","formo",1,1
"2527","declared",2,2
"2528","independence",1,1
"2529","loee",1,1
"2530","ladiee-leade",1,1
"2531","writer",2,2
"2532","record",1,1
"2533","blessings",1,1
"2534","intrrefttiitf",1,1
"2535","iiri.it",1,1
"2536","oar",2,2
"2537","oan",1,1
"2538","reader",1,1
"2539","compare",1,1
"2540","species",1,1
"2541","nature's",1,1
"2542","gifts",1,1
"2543","enjoy",1,1
"2544","frosts",1,1
"2545","hare",1,1
"2546","eeriouily",1,1
"2547","vation",1,1
"2548","timber",4,4
"2549","resources",1,1
"2550","waters",1,1
"2551","amanflll",1,1
"2552","hewinfl",1,1
"2553","tne",2,2
"2554","hve",1,1
"2555","grown",1,1
"2556","shipmenu",1,1
"2557","hoots",1,1
"2558","iety",1,1
"2559","forward",1,1
"2560","trench",1,1
"2561","arttv",1,1
"2562","hands",1,1
"2563","flagship",1,1
"2564","mid",1,1
"2565","troops",1,1
"2566","landed",2,2
"2567","earned",0,0
"2568","lie",6,6
"2569","leans",1,1
"2570","auo",1,1
"2571","wilson",2,2
"2572","pay",2,2
"2573","bonus",0,0
"2574","tax",2,2
"2575","laid",3,3
"2576","supplementary",1,1
"2577","amounting",0,0
"2578","meets",1,1
"2579","inet",4,4
"2580","largo",0,0
"2581","quantity",3,2
"2582","ami",1,1
"2583","argue",1,1
"2584","drowned",3,3
"2585","played",1,1
"2586","fairly",0,0
"2587","sized",1,1
"2588","direction",1,1
"2589","jti",1,1
"2590","aylen",3,3
"2591","regularly",3,3
"2592","courts",4,4
"2593","heo",1,1
"2594","erect",1,1
"2595","excursion",2,2
"2596","montague",1,1
"2597","accomplished",1,1
"2598","task",1,1
"2599","ser",1,1
"2600","added",0,0
"2601","coroner's",1,1
"2602","consumer",1,1
"2603","revealed",1,1
"2604","interesting",1,1
"2605","facts",1,1
"2606","couraging",1,1
"2607","instances",1,1
"2608","tkachf.h(protestant",1,1
"2609","hobling",1,1
"2610","maniwaki",1,1
"2611","daybreak",1,1
"2612","expectation",1,1
"2613","beeo",1,1
"2614","raise",1,1
"2615","cro",1,1
"2616","barring",1,1
"2617","everyday",1,1
"2618","uti",0,0
"2619","maikot",1,1
"2620","tues",1,1
"2621","ferry",0,0
"2622","protested",1,1
"2623","brown",1,1
"2624","potter",1,1
"2625","wrought",1,1
"2626","healthfully",1,1
"2627","weary",1,1
"2628","bed",3,3
"2629","tremeiy",1,1
"2630","clothing",1,1
"2631","in-europe",1,1
"2632","plain",1,1
"2633","wholesome",0,0
"2634","food",2,2
"2635","european",2,2
"2636","resident",1,1
"2637","ravine",1,1
"2638","side",2,2
"2639","michiel",1,1
"2640","rogers",1,1
"2641","expressman",1,1
"2642","trolley",1,1
"2643","turning",1,1
"2644","westbound",1,1
"2645","demonstration",1,1
"2646","shawyille",0,0
"2647","walker",1,1
"2648","fletcher",1,1
"2649","lus",1,1
"2650","vicinity",3,3
"2651","experienced",4,4
"2652","narrow",1,1
"2653","escape",1,1
"2654","dangerous",2,2
"2655","fatal",1,1
"2656","injuries",1,1
"2657","runaway",1,1
"2658","thrown",2,2
"2659","buggy",1,1
"2660","bruis",1,1
"2661","lack",2,2
"2662","space",2,2
"2663","to-day",2,2
"2664","precludes",1,1
"2665","giving",3,3
"2666","nnd",1,1
"2667","parry",0,0
"2668","sound",3,2
"2669","railways",1,1
"2670","re-elected",1,1
"2671","reorge",1,1
"2672","parley",1,1
"2673","vice-president",1,1
"2674","fleck",1,1
"2675","secretary",5,4
"2676","mclachlin",1,1
"2677","vice",1,1
"2678","anderson",1,1
"2679","scholars",3,2
"2680","uncle",2,2
"2681","tom's",1,1
"2682","cabin",1,1
"2683","kate",1,1
"2684","tug",1,1
"2685","bronson",1,1
"2686","steel",1,1
"2687","hewit",1,1
"2688","representing",1,1
"2689","writing",1,1
"2690","places",3,3
"2691","effort",2,2
"2692","celebration",0,0
"2693","levina",1,1
"2694","sarah",1,1
"2695","poitras",1,1
"2696","gara",1,1
"2697","englishman",1,1
"2698","aliases",1,1
"2699","imprisonment",1,1
"2700","regular",3,3
"2701","coun",3,3
"2702","cil",1,1
"2703","thii",1,1
"2704","mem",1,1
"2705","councillors",2,2
"2706","mccredie",2,2
"2707","jas",1,1
"2708","pren",1,1
"2709","nscond",1,1
"2710","mouth",1,1
"2711","inat",4,4
"2712","promises",2,2
"2713","gala",2,2
"2714","permitting",1,1
"2715","committee",2,2
"2716","amusementsare",1,1
"2717","sparing",1,1
"2718","pains",1,1
"2719","pic",1,1
"2720","nic",1,1
"2721","paul's",4,4
"2722","tot",1,1
"2723","chers",1,1
"2724","choir",1,1
"2725","practice",1,1
"2726","communion",1,1
"2727","sermon",0,0
"2728","commemoration",3,3
"2729","churchjune",1,1
"2730","anniversary",2,2
"2731","sesssion",1,1
"2732","tbo",1,1
"2733","municipality",5,4
"2734","conformity",1,1
"2735","code",1,1
"2736","robt",1,1
"2737","prendergast",1,1
"2738","forming",1,1
"2739","quorum",1,1
"2740","presidency",0,0
"2741","ordained",1,1
"2742","resolved",1,1
"2743","rate",2,2
"2744","levied",1,1
"2745","amount",2,2
"2746","valuation",1,1
"2747","rdl",1,1
"2748","labor",2,2
"2749","purposes",2,2
"2750","bears",1,1
"2751","captured.-on",1,1
"2752","somerville",1,1
"2753","houston",1,1
"2754","lower",3,3
"2755","litcbfields",1,1
"2756","instance",1,1
"2757","revising",2,2
"2758","mays",1,1
"2759","ball",1,1
"2760","palace",3,3
"2761","brilliant",1,1
"2762","kind",2,2
"2763","gentlemen",2,2
"2764","showy",0,0
"2765","uniforms",1,1
"2766","breasts",1,1
"2767","covered",1,1
"2768","glittering",1,1
"2769","charming",1,1
"2770","jewels",1,1
"2771","contrast",1,1
"2772","picturesque",1,1
"2773","afghansof",1,1
"2774","suite",1,1
"2775","nazrulla",1,1
"2776","khan",2,2
"2777","gorgeous",1,1
"2778","eastern",3,3
"2779","robes",1,1
"2780","sided",1,1
"2781","lustre",1,1
"2782","wae",4,4
"2783","gold-plate",1,1
"2784","supper-room",1,1
"2785","richest",1,1
"2786","empire",1,1
"2787","loyalists",1,1
"2788","ida",1,1
"2789","iasi",0,0
"2790","resolutionstrongly",1,1
"2791","dis",2,2
"2792","approving",1,1
"2793","inert",1,1
"2794","san",2,2
"2795","wars",1,1
"2796","monument",2,2
"2797","louisburg",1,1
"2798","commemorating",1,1
"2799","tin",2,2
"2800","jspturc",1,1
"2801","call",4,4
"2802","attention",3,3
"2803","uton",1,1
"2804","matter",1,1
"2805","issue",2,2
"2806","single",2,2
"2807","fare",0,0
"2808","tickets",2,2
"2809","murdered",3,3
"2810","basement",0,0
"2811","bathing",2,2
"2812","uun",1,1
"2813","tbouiad(j",0,0
"2814","reward",1,1
"2815","arrest",1,1
"2816","firm",3,3
"2817","mla",1,1
"2818","explosion",1,1
"2819","major",2,2
"2820","understood",2,2
"2821","barrels",3,2
"2822","nutmegs",1,1
"2823","gunpowder",1,1
"2824","felixdorf",1,1
"2825","mormon",1,1
"2826","wives",1,1
"2827","worse",2,2
"2828","pmteur",1,1
"2829","distinguished",1,1
"2830","fife",0,0
"2831","kined",1,1
"2832","eed",1,1
"2833","mortally",1,1
"2834","oethartic",1,1
"2835","horses",4,4
"2836","horn",2,1
"2837","generally",4,4
"2838","ceded",1,1
"2839","responsible",1,1
"2840","agree",1,1
"2841","solicitor",1,1
"2842","instrumental",1,1
"2843","woiking",1,1
"2844","defence",4,4
"2845","sail",1,1
"2846","germanic",1,1
"2847","heidelberg",1,1
"2848","germany",2,2
"2849","enquire",1,1
"2850","twins",3,2
"2851","retained",1,1
"2852","watch",2,2
"2853","interests",2,2
"2854","conclusion",1,1
"2855","eeoond",1,1
"2856","membered",1,1
"2857","heidelbt",1,1
"2858","fled",1,1
"2859","forfeiting",1,1
"2860","bail",1,1
"2861","correspondence",2,2
"2862","local",0,0
"2863","solicited",1,1
"2864","fora",1,1
"2865","atd",1,1
"2866","hawvlllenr.t",1,1
"2867","westmeath",1,1
"2868","dissolved",0,0
"2869","partnership",1,1
"2870","samples",2,2
"2871","act",7,7
"2872","putting",1,1
"2873","loup",2,2
"2874","pcnio",1,1
"2875","wbst.-a",1,1
"2876","picnic",1,1
"2877","etyled",1,1
"2878","stafford",1,1
"2879","deuce",0,0
"2880","branch",1,1
"2881","trained",1,1
"2882","earlier",1,1
"2883","probatoners",1,1
"2884","wind",3,3
"2885","guage",1,1
"2886","describing",1,1
"2887","conference",1,1
"2888","specimens",1,1
"2889","hen",2,2
"2890","fruit",1,1
"2891","stead",2,2
"2892","obtained",3,3
"2893","marry",1,1
"2894","couple",3,3
"2895","event",1,1
"2896","soguin",1,1
"2897","stow",1,1
"2898","exhibitions",1,1
"2899","sexton",1,1
"2900","catholic",0,0
"2901","papin",1,1
"2902","office'in",1,1
"2903","ended",1,1
"2904","measures",1,1
"2905","puted",1,1
"2906","wom",1,1
"2907","extreme",1,1
"2908","fol",1,1
"2909","gathered",2,2
"2910","relief",1,1
"2911","taught",1,1
"2912","vkm",1,1
"2913","mie",1,1
"2914","katie",1,1
"2915","hughea",0,0
"2916","acted",2,2
"2917","adan",1,1
"2918","huy",1,1
"2919","deny",1,1
"2920","sntl",1,1
"2921","uttlles",1,1
"2922","nlled",1,1
"2923","kln",1,1
"2924","sultan",2,2
"2925","ukves",1,1
"2926","franck",1,1
"2927","amazes",1,1
"2928","foreigner",1,1
"2929","china",3,3
"2930","preferred",1,1
"2931","vault",1,1
"2932","treaeuiy",1,1
"2933","concord",0,0
"2934","ported",1,1
"2935","ridgetown",1,1
"2936","stole",1,1
"2937","pucency",1,1
"2938","well-informed",0,0
"2939","increase",1,1
"2940","f**altih",1,1
"2941","oman",1,1
"2942","vould",1,1
"2943","corrupt",1,1
"2944","rvs",1,1
"2945","tvtkn",1,1
"2946","soldiers",2,2
"2947","armed",0,0
"2948","maharajah",0,0
"2949","abubakar",1,1
"2950","saltan",1,1
"2951","johore",1,1
"2952","change",1,1
"2953","route",5,2
"2954","buffet",1,1
"2955","refreshments",2,2
"2956","reaching",2,2
"2957","sleeper",3,3
"2958","commissioners",4,3
"2959","applications",3,2
"2960","forenoon",3,3
"2961","instant",1,1
"2962","elementary",1,1
"2963","teacher",3,3
"2964","protestant",2,2
"2965","applicants",1,1
"2966","salary",3,3
"2967","diploma",2,2
"2968","experience",1,1
"2969","teaching",1,1
"2970","tins",1,1
"2971","part",5,5
"2972","anticipations",1,1
"2973","pontiac's",1,1
"2974","settlers",1,1
"2975","ostrom",1,1
"2976","calumet",3,3
"2977","island",5,5
"2978","glenn",2,2
"2979","am-prior's",1,1
"2980","photographer",1,1
"2981","gallery",1,1
"2982","fvles",1,1
"2983","dropped",1,1
"2984","advanced",3,3
"2985","deal",1,1
"2986","presents",2,1
"2987","proof",1,1
"2988","esteem",1,1
"2989","congregations",1,1
"2990","tendance",1,1
"2991","camp",1,1
"2992","revivals",1,1
"2993","eepeci",1,1
"2994","ally",0,0
"2995","slso",1,1
"2996","hen-dershott",1,1
"2997","hanged",1,1
"2998","hender-shott",1,1
"2999","middlemarch",1,1
"3000","southwold",1,1
"3001","crime",1,1
"3002","h*ndenhott",1,1
"3003","neph-bnth",1,1
"3004","confession",2,1
"3005","spencer",0,0
"3006","refused",1,1
"3007","carried",3,3
"3008","locations",1,1
"3009","adjourn",1,1
"3010","meet",4,4
"3011","prominent",3,3
"3012","patience",2,2
"3013","can-of",1,1
"3014","excelled",1,1
"3015","tant",2,2
"3016","rewarded",1,1
"3017","testimonials",1,1
"3018","appliestios",1,1
"3019","eetimate",1,1
"3020","comprehended",1,1
"3021","current",2,2
"3022","accepting",1,1
"3023","motion",1,1
"3024","reas",2,2
"3025","lve",2,2
"3026","periement",1,1
"3027","billon",1,1
"3028","grounds",4,4
"3029","bhswvllle",1,1
"3030","windsor",4,4
"3031","castle",2,2
"3032","rose",1,1
"3033","nurses",1,1
"3034","cheered",1,1
"3035","cunarders",1,1
"3036","asphalt",1,1
"3037","employes",1,1
"3038","gnu",1,1
"3039","higher",1,1
"3040","aak",1,1
"3041","gray",2,1
"3042","bessie",1,1
"3043","marion",1,1
"3044","florida",1,1
"3045","soollie",1,1
"3046","captured",1,1
"3047","establish",1,1
"3048","uniform",1,1
"3049","inferior",2,2
"3050","afghanistan",1,1
"3051","drinking",2,2
"3052","produced",1,1
"3053","thoee",0,0
"3054","greatly",1,1
"3055","drought",2,2
"3056","copious",1,1
"3057","rainfall",1,1
"3058","apples",1,1
"3059","barrel",3,3
"3060","newham",1,1
"3061","vp-per",1,1
"3062","centre",1,1
"3063","mcfarlane",1,1
"3064","accountant",1,1
"3065","audit",1,1
"3066","books",3,3
"3067","ery",2,2
"3068","department",3,3
"3069","withdrawing",1,1
"3070","announcement",1,1
"3071","losing",1,1
"3072","adolphe",1,1
"3073","neil",1,1
"3074","ablest",1,1
"3075","pisciculturalists",1,1
"3076","resolution",1,1
"3077","accept",1,1
"3078","undoing",1,1
"3079","remedial",1,1
"3080","rov-the",1,1
"3081","saving",2,2
"3082","ernment",1,1
"3083","oppor",1,1
"3084","urn",1,1
"3085","annum",1,1
"3086","fisheries",2,2
"3087","acme",1,1
"3088","correspondents",1,1
"3089","regulation",1,1
"3090","piay",0,0
"3091","powers",1,1
"3092","imagination",1,1
"3093","ceesful",1,1
"3094","artificial",1,1
"3095","propagation",1,1
"3096","cod",1,1
"3097","fot",1,1
"3098","bome",1,1
"3099","stories",2,2
"3100","lobsters",1,1
"3101","suicidal",1,1
"3102","wired",1,1
"3103","curator",1,1
"3104","attraction",1,1
"3105","ten",6,6
"3106","complained",1,1
"3107","hallway",1,1
"3108","acceptance",1,1
"3109","highest",3,3
"3110","unsafe",2,1
"3111","espe-a",1,1
"3112","subject",2,2
"3113","cially",1,1
"3114","waltham",1,1
"3115","reins",1,1
"3116","undertakes",1,1
"3117","ties",1,1
"3118","rotten",1,1
"3119","culverts",1,1
"3120","guards",1,1
"3121","broken",3,3
"3122","bridg-june",1,1
"3123","memorable",1,1
"3124","assas",1,1
"3125","wretched",1,1
"3126","sination",1,1
"3127","carnot",1,1
"3128","altogether",1,1
"3129","unfit",1,1
"3130","travel",1,1
"3131","hoavbery",1,1
"3132","lennoxvillo",1,1
"3133","insane",1,1
"3134","mark",1,1
"3135","sherman",1,1
"3136","middle",2,2
"3137","friendly",1,1
"3138","cutting",1,1
"3139","throat",2,1
"3140","razor",1,1
"3141","fighting",1,1
"3142","battles",1,1
"3143","contend",1,1
"3144","murderer",2,2
"3145","fatally",2,2
"3146","slashed",1,1
"3147","taxation",1,1
"3148","dition",1,1
"3149","tariff",3,1
"3150","misinformed",1,1
"3151","ranging",1,1
"3152","thirty",1,1
"3153","wards",1,1
"3154","speak",3,3
"3155","liberals",1,1
"3156","withdraw",1,1
"3157","opposition",2,2
"3158","protecting",1,1
"3159","macrarlane",1,1
"3160","malhiot",1,1
"3161","deliver",1,1
"3162","agriculture",3,3
"3163","colonization",2,2
"3164","gilbert",2,2
"3165","poultry",2,1
"3166","experimental",1,1
"3167","remarks",1,1
"3168","profitable",1,1
"3169","devote",2,2
"3170","ranted",1,1
"3171","dissentient",1,1
"3172","island(protestant",1,1
"3173","bolding",1,1
"3174","rules",1,1
"3175","prov",1,1
"3176","ppllcanta",1,1
"3177","jamee",1,1
"3178","letts",1,1
"3179","notice",2,2
"3180","log",1,1
"3181","estate",2,2
"3182","ninety-live",1,1
"3183","hour",5,5
"3184","proceed",1,1
"3185","term",1,1
"3186","tobacco",1,1
"3187","foreman",1,1
"3188","grover",1,1
"3189","roches-canada",1,1
"3190","gas",1,1
"3191","headquarters",1,1
"3192","v-eu",1,1
"3193","incorpore",1,1
"3194","volte",1,1
"3195","boy",2,1
"3196","rath",1,1
"3197","midland",0,0
"3198","depth",2,2
"3199","sank",1,1
"3200","rescue",1,1
"3201","bodies",2,2
"3202","portuguese",1,1
"3203","deputies",1,1
"3204","lisbon",1,1
"3205","archives",1,1
"3206","chsmber",1,1
"3207","peers",1,1
"3208","saved",2,2
"3209","russian",1,1
"3210","ambassador",1,1
"3211","baron",1,1
"3212","von",2,2
"3213","mohrenheiminvested",1,1
"3214","faure",1,1
"3215","ely",1,1
"3216","cellar",1,1
"3217","behalf",1,1
"3218","czar",1,1
"3219","balmoral",1,1
"3220","dinner",1,1
"3221","nasrulla",1,1
"3222","international",1,1
"3223","congress",0,0
"3224","seventy-five",1,1
"3225","undertakings",1,1
"3226","property",2,2
"3227","august",5,5
"3228","studies",1,1
"3229","proud",1,1
"3230","flection",1,1
"3231","shining",1,1
"3232","dear",1,1
"3233","tile",1,1
"3234","faces",1,1
"3235","plainly",1,1
"3236","aaya",1,1
"3237","argyle",1,1
"3238","narrowly",1,1
"3239","mre",1,1
"3240","ien(jing",1,1
"3241","duncan",1,1
"3242","for(j",1,1
"3243","neighborhood",4,4
"3244","eternity",1,1
"3245","vi*it",1,1
"3246","hubbell",2,1
"3247","coming",1,1
"3248","cross",1,1
"3249","faster",0,0
"3250","dogs",1,1
"3251","ssid",1,1
"3252","decid",1,1
"3253","waggon",5,5
"3254","industry",3,3
"3255","eau",1,1
"3256","objection",1,1
"3257","performances",1,1
"3258","ben",2,2
"3259","pieces",1,1
"3260","hurled",1,1
"3261","claire",1,1
"3262","tost",1,1
"3263","aails",1,1
"3264","air",1,1
"3265","unhurt",1,1
"3266","gantio",0,0
"3267","importation",2,2
"3268","frightened",1,1
"3269","band",3,3
"3270","misaed",1,1
"3271","rune",1,1
"3272","connecting",1,1
"3273","thie",1,1
"3274","sleeping",1,1
"3275","wed",4,4
"3276","eason",1,1
"3277","mas",1,1
"3278","dagg",2,1
"3279","esq",2,2
"3280","residents",2,2
"3281","euffenngs",1,1
"3282","exhibited",2,2
"3283","cheerful",1,1
"3284","aands",1,1
"3285","crowded",0,0
"3286","sidewalks",1,1
"3287","jullcks",1,1
"3288","goods",1,1
"3289","merchants",1,1
"3290","die-cussing",0,0
"3291","lanterns",0,0
"3292","mamma",1,1
"3293","positively",0,0
"3294","cuts",1,1
"3295","olf",1,1
"3296","lowest",1,1
"3297","bertha",1,1
"3298","wasn't",1,1
"3299","perfect",1,1
"3300","submitted",1,1
"3301","recorded",1,1
"3302","lhureday",1,1
"3303","finer",1,1
"3304","vidmg",1,1
"3305","borrow",2,2
"3306","jng",1,1
"3307","errand",1,1
"3308","paused",1,1
"3309","astonished",1,1
"3310","macdonald",1,1
"3311","statue",1,1
"3312","kingston",3,3
"3313","finished",2,2
"3314","ready",5,5
"3315","unveiling",2,2
"3316","acs",1,1
"3317","labour",3,3
"3318","napoleon",1,1
"3319","denier",1,1
"3320","bu.band",1,1
"3321","me-lame",1,1
"3322","masse",1,1
"3323","henri",1,1
"3324","suburb",1,1
"3325","albert",2,2
"3326","paul",2,2
"3327","riesler",1,1
"3328","germans",1,1
"3329","warrants",0,0
"3330","fraud",1,1
"3331","berlin",1,1
"3332","consummated",1,1
"3333","wealthy",1,1
"3334","mirens",1,1
"3335","jays",1,1
"3336","runnin",1,1
"3337","compensatory",1,1
"3338","juxtaposition",0,0
"3339","confessed",1,1
"3340","quarto",1,1
"3341","whisky",1,1
"3342","natural",1,1
"3343","forces",1,1
"3344","established",2,2
"3345","hwn",1,1
"3346","ihewag",1,1
"3347","item",1,1
"3348","position",2,2
"3349","vxe",1,1
"3350","worn",1,1
"3351","feel",2,2
"3352","vigor",1,1
"3353","weduuday",2,2
"3354","i%th",2,2
"3355","skawtille",2,2
"3356","returns",3,3
"3357","show",3,3
"3358","bolger",1,1
"3359","effect",3,3
"3360","pulpits",1,1
"3361","dio",1,1
"3362","portage",4,4
"3363","horner",1,1
"3364","ulh",2,2
"3365","sehane",0,0
"3366","lust",2,2
"3367","ktlloran",1,1
"3368","cubic",1,1
"3369","refrigerator",1,1
"3370","brewer",1,1
"3371","wakefield",1,1
"3372","nonage",1,1
"3373","preached",2,2
"3374","ars",1,1
"3375","tablegood",1,1
"3376","stable",1,1
"3377","greeted",1,1
"3378","glynn",1,1
"3379","ayluier",0,0
"3380","hihi",1,1
"3381","etroyed",1,1
"3382","tel",1,1
"3383","burman",1,1
"3384","cadillac",1,1
"3385","mioh",0,0
"3386","machine",3,3
"3387","oat",1,1
"3388","iset",1,1
"3389","arose",1,1
"3390","moat",1,1
"3391","import",1,1
"3392","uieasurc",1,1
"3393","ungallant",0,0
"3394","presentsd",1,1
"3395","valuable",2,2
"3396","newfoundland",1,1
"3397","foreleg",1,1
"3398","exact",1,1
"3399","measurement",1,1
"3400","unopposed",1,1
"3401","candidates",1,1
"3402","liberale",1,1
"3403","paroellites",1,1
"3404","forest",1,1
"3405","fires",1,1
"3406","raging",1,1
"3407","alpena",1,1
"3408","mich",1,1
"3409","iue",1,1
"3410","wail",1,1
"3411","itryavn",1,1
"3412","ueked",1,1
"3413","pond",1,1
"3414","transfer",1,1
"3415","amend",1,1
"3416","r.iilway",1,1
"3417","function",1,1
"3418","postponed",1,1
"3419","usual",1,1
"3420","formalities",2,2
"3421","excellency's",1,1
"3422","healed",1,1
"3423","tenders",1,1
"3424","noon",2,2
"3425","ferr",1,1
"3426","plue",1,1
"3427","spruce",1,1
"3428","tamarac",1,1
"3429","inches",2,2
"3430","diameter",1,1
"3431","stomp",1,1
"3432","fallen",1,1
"3433","timberon",1,1
"3434","thotemlecamlngoe",1,1
"3435","indian",2,2
"3436","area",1,1
"3437","tiare",1,1
"3438","situated",1,1
"3439","temiscamlngue",1,1
"3440","advertiemoutl",1,1
"3441","lakes",2,2
"3442","tork",1,1
"3443","column",1,1
"3444","outline",1,1
"3445","map",0,0
"3446","giv",1,1
"3447","clear",1,1
"3448","forcible",1,1
"3449","sketch",1,1
"3450","advantages",1,1
"3451","shown",1,1
"3452","distance",3,2
"3453","canal",4,3
"3454","shorter",2,1
"3455","celebrated",4,4
"3456","natal",1,1
"3457","ulanford",0,0
"3458","cows",1,1
"3459","birth",2,2
"3460","twin",1,1
"3461","calves",1,1
"3462","fuller",1,1
"3463","inducted",1,1
"3464","pastorate",1,1
"3465","stratford",3,3
"3466","congregational",1,1
"3467","thereof",3,3
"3468","mises",0,0
"3469","coward",1,1
"3470","atuvht",1,1
"3471","cramps",1,1
"3472","tvno'eloy",1,1
"3473","noisy",1,1
"3474","hunting",3,3
"3475","plan",1,1
"3476","riled",1,1
"3477","theofflceof",1,1
"3478","excursions",1,1
"3479","sheriff",1,1
"3480","district",3,3
"3481","excuse",1,1
"3482","ard",1,1
"3483","mit",1,1
"3484","oily",1,1
"3485","lester",1,1
"3486","newspaper",1,1
"3487","spell",1,1
"3488","conversing",1,1
"3489","notwithstanding",1,1
"3490","cache",1,1
"3491","ico",1,1
"3492","otta-village",1,1
"3493","jackson",1,1
"3494","decora",1,1
"3495","wheat",2,2
"3496","terminus",1,1
"3497","m.mcle.vnproprietor",1,1
"3498","maluat.quyonque",1,1
"3499","ken",1,1
"3500","abundant",1,1
"3501","crop",3,3
"3502","g.a",1,1
"3503","rumerol%zwill",1,1
"3504","rnnt\hlvmm",1,1
"3505","lni",1,1
"3506","unoccupied",1,1
"3507","understand",1,1
"3508","trains",1,1
"3509","fci",1,1
"3510","terr",1,1
"3511","connect",1,1
"3512","ior",1,1
"3513","smiky",1,1
"3514","rxdford",1,1
"3515","sui)d",1,1
"3516","we/e",1,1
"3517","georgian",0,0
"3518","irving",1,1
"3519","besanv",1,1
"3520","sixteen",0,0
"3521","knighted",1,1
"3522","pilgrimage",1,1
"3523","lourdes",0,0
"3524","labrador",1,1
"3525","national",1,1
"3526","rifle",0,0
"3527","bieley",1,1
"3528","private",1,1
"3529","hayhuret",1,1
"3530","battalion",1,1
"3531","prize",3,3
"3532","honour",1,1
"3533","massey",1,1
"3534","vine",1,1
"3535","lhl",1,1
"3536","flflh",1,1
"3537","reached",3,3
"3538","fraser",1,1
"3539","torrence",1,1
"3540","neoted",1,1
"3541","geological",1,1
"3542","survey",1,1
"3543","rat",1,1
"3544","marine",1,1
"3545","tailing",1,1
"3546","deterior-eddie",1,1
"3547","brophy",2,1
"3548","ating",1,1
"3549","anilities",1,1
"3550","emil",1,1
"3551","bourman",1,1
"3552","janot",1,1
"3553","tied",1,1
"3554","ther",1,1
"3555","ctr",1,1
"3556","rejiorted",1,1
"3557","howard",1,1
"3558","rolph",1,1
"3559","holiday",2,2
"3560","clarke's",1,1
"3561","roomy",1,1
"3562","neat",1,1
"3563","comfortable",1,1
"3564","turned",2,2
"3565","almonte",1,1
"3566","double",1,1
"3567","wedding",2,2
"3568","maids",1,1
"3569","alio",1,1
"3570","scat",1,1
"3571","equipped",1,1
"3572","wery",1,1
"3573","surpasses",1,1
"3574","tering",1,1
"3575","flowers",1,1
"3576","pedestal",1,1
"3577","mscdoneld",1,1
"3578","memor",1,1
"3579","prisoned",1,1
"3580","crowds",1,1
"3581","passengers",2,1
"3582","ial",1,1
"3583","elapsed",3,3
"3584","wheel",3,3
"3585","oould",1,1
"3586","excited",1,1
"3587","released",1,1
"3588","harry",2,2
"3589","working",2,2
"3590","villa",1,1
"3591","danish",1,1
"3592","proceeds",1,1
"3593","lived",1,1
"3594","tbanday",1,1
"3595","slat",0,0
"3596","sept",18,12
"3597","aurrcd",1,1
"3598","invested",1,1
"3599","jsge",1,1
"3600","prise",1,1
"3601","ohas",1,1
"3602","mapans",1,1
"3603","ttasie",1,1
"3604","mulvey",1,1
"3605","quo",1,1
"3606","muses",1,1
"3607","pell",1,1
"3608","moyleof",1,1
"3609","griffin",1,1
"3610","sive",1,1
"3611","avd",1,1
"3612","neglected",1,1
"3613","woik",2,2
"3614","flooring",0,0
"3615","wayg",1,1
"3616","ii*g",2,2
"3617","panied",1,1
"3618","injured",3,3
"3619","defective",1,1
"3620","crinkles",0,0
"3621","lesson",1,1
"3622","a#ain",1,1
"3623","pncee",1,1
"3624","liberal-unionists",0,0
"3625","date",2,2
"3626","hereof",1,1
"3627","promissory",1,1
"3628","teamster",1,1
"3629","luson",1,1
"3630","ear",1,1
"3631","rivers",1,1
"3632","ooild",1,1
"3633","benefit",2,2
"3634","murderesses",1,1
"3635","vsednesday",0,0
"3636","enatcht-d",1,1
"3637","hills",1,1
"3638","prescott",1,1
"3639","dealer",1,1
"3640","apply",2,2
"3641","jail",1,1
"3642","robertson",1,1
"3643","nellie",0,0
"3644","hayward",1,1
"3645","morriaon",1,1
"3646","penniless",2,2
"3647","pickpocket",1,1
